evidence_id,case_id,ticker,evidence_type,source_name,source_url,filing_type,filing_date,accession_number,exhibit_number,excerpt,supports_field,confidence,verification_status,added_by,added_date,notes
RHC-0072-ACQUIRED-FATE-ADJ-DRAFT-001,RHC-0072-ACQUIRED-FATE,FATE,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0075-ACQUIRED-GRCL-ADJ-DRAFT-001,RHC-0075-ACQUIRED-GRCL,GRCL,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0108-ACQUIRED-VECT-ADJ-DRAFT-001,RHC-0108-ACQUIRED-VECT,VECT,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0109-ACQUIRED-MOR-ADJ-DRAFT-001,RHC-0109-ACQUIRED-MOR,MOR,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0131-ACQUIRED-LMNX-ADJ-DRAFT-001,RHC-0131-ACQUIRED-LMNX,LMNX,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0134-ACQUIRED-ENLV-ADJ-DRAFT-001,RHC-0134-ACQUIRED-ENLV,ENLV,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0135-ACQUIRED-HRMY-ADJ-DRAFT-001,RHC-0135-ACQUIRED-HRMY,HRMY,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0136-ACQUIRED-SYNH-ADJ-DRAFT-001,RHC-0136-ACQUIRED-SYNH,SYNH,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0137-ACQUIRED-KPTI-ADJ-DRAFT-001,RHC-0137-ACQUIRED-KPTI,KPTI,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
RHC-0139-ACQUIRED-TGTX-ADJ-DRAFT-001,RHC-0139-ACQUIRED-TGTX,TGTX,ADJUDICATION_NOTE,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,PLACEHOLDER_PENDING_REVIEW,,PLACEHOLDER_PENDING_REVIEW,had_prior_process_signal,LOW,DRAFT_PENDING_REVIEW,source_evidence_autofill,2026-05-16,[DRAFT] Review before adding to source_evidence.csv. Priority tier: BLOCKED. Reason: No HIGH/MEDIUM announcement date — run merger_date_prefiller first. Fill all PLACEHOLDER fields from the actual filing before promoting.
